Province,District,Sector,School_Name,Year,Male_Dropout_Percentage,Female_Dropout_Percentage,Overall_Dropout_Percentage,Completion_Male,Completion_Female,Completion_Total,Reenrollment_Rate,Attendance_Rate,Avg_Household_Income_RWF,Teacher_Student_Ratio,Latitude,Longitude
Eastern,Bugesera,Sector-7,GS Ruheru,2010,12.81,6.14,9.48,55.48,78.35,66.92,8.49,97.13,527557,1:47,-2.03339,30.97105
Eastern,Bugesera,Sector-2,Mater Dei,2011,28.08,16.73,22.4,76.37,57.06,66.71,1.75,60.03,450041,1:47,-2.03339,30.97105
Eastern,Bugesera,Sector-5,GS Akumunigo,2012,19.38,27.52,23.45,60.43,83.26,71.85,2.67,63.15,114123,1:47,-2.03339,30.97105
Eastern,Bugesera,Sector-2,GS Mweya,2013,24.37,29.7,27.04,68.87,72.24,70.55,18.43,61.86,363356,1:47,-2.03339,30.97105
Eastern,Bugesera,Sector-6,GS Ruheru,2014,4.73,13.93,9.33,90.77,94.47,92.62,19.23,80.78,491337,1:47,-2.03339,30.97105
Eastern,Bugesera,Sector-9,ES Kigoma,2015,18.48,17.22,17.85,50.73,54.05,52.39,19.65,83.09,457162,1:47,-2.03339,30.97105
Eastern,Bugesera,Sector-6,GS Ruheru,2016,16.31,23.85,20.08,92.02,82.4,87.21,4.98,73.55,133205,1:47,-2.03339,30.97105
Eastern,Bugesera,Sector-2,GS Cyahafi,2017,10.41,10.69,10.55,51.29,67.05,59.17,12.65,92.13,450882,1:47,-2.03339,30.97105
Eastern,Bugesera,Sector-6,GS Rutongo,2018,9.36,19.52,14.44,64.34,64.68,64.51,10.01,75.98,157645,1:47,-2.03339,30.97105
Eastern,Bugesera,Sector-4,GS Rutongo,2019,20.69,12.37,16.53,63.18,97.73,80.46,4.07,84.14,587258,1:47,-2.03339,30.97105
Eastern,Bugesera,Sector-8,GS Nyacyina,2020,5.26,25.82,15.54,84.05,59.33,71.69,9.08,70.77,120478,1:47,-2.03339,30.97105
Eastern,Bugesera,Sector-3,ES Kigoma,2021,20.45,10.23,15.34,69.06,99.54,84.3,4.78,69.9,566961,1:47,-2.03339,30.97105
Eastern,Bugesera,Sector-2,King David,2022,13.04,18.84,15.94,74.06,72.98,73.52,18.81,74.5,522970,1:47,-2.03339,30.97105
Eastern,Bugesera,Sector-6,GS Rwamagana,2023,27.27,17.44,22.35,67.72,69.06,68.39,9.03,76.47,272905,1:47,-2.03339,30.97105
Eastern,Bugesera,Sector-4,GS Gahanga I,2024,25.85,28.38,27.11,66.8,78.03,72.42,8.27,63.8,227135,1:47,-2.03339,30.97105
Eastern,Bugesera,Sector-3,GS Buye,2010,14.21,18.57,16.39,84.59,69.15,76.87,8.79,94.76,451549,1:44,-2.42884,30.75312
Eastern,Bugesera,Sector-2,Marie Merci,2011,2.95,14.48,8.71,91.04,80.73,85.88,2.37,93.29,594735,1:44,-2.42884,30.75312
Eastern,Bugesera,Sector-5,GS Mweya,2012,1.4,9.79,5.59,84.9,89.51,87.21,8.42,71.83,308106,1:44,-2.42884,30.75312
Eastern,Bugesera,Sector-8,GS Akumunigo,2013,12.91,7.71,10.31,56.82,59.83,58.33,12.55,62.21,145647,1:44,-2.42884,30.75312
Eastern,Bugesera,Sector-2,GS Mweya,2014,10.17,29.22,19.7,59.69,67.29,63.49,16.78,74.31,223014,1:44,-2.42884,30.75312
Eastern,Bugesera,Sector-4,GS Camp Kigali,2015,1.93,28.27,15.1,94.6,76.78,85.69,4.49,81.74,492561,1:44,-2.42884,30.75312
Eastern,Bugesera,Sector-6,GS Rukomo,2016,12.27,13.06,12.67,87.33,54.69,71.01,14.64,80.5,563330,1:44,-2.42884,30.75312
Eastern,Bugesera,Sector-7,Mater Dei,2017,12.13,28.4,20.27,74.09,78.56,76.33,1.5,93.02,484922,1:44,-2.42884,30.75312
Eastern,Bugesera,Sector-4,GS Migongo,2018,21.53,15.01,18.27,94.83,99.13,96.98,8.16,75.96,244916,1:44,-2.42884,30.75312
Eastern,Bugesera,Sector-8,GS Ruramira,2019,10.41,23.67,17.04,87.95,73.93,80.94,5.85,61.79,577020,1:44,-2.42884,30.75312
Eastern,Bugesera,Sector-1,GS Kimironko II,2020,24.52,3.54,14.03,90.28,83.46,86.87,13.59,89.3,461998,1:44,-2.42884,30.75312
Eastern,Bugesera,Sector-1,GS Camp Kigali,2021,18.66,23.3,20.98,72.34,73.64,72.99,8.72,85.74,294405,1:44,-2.42884,30.75312
Eastern,Bugesera,Sector-5,GS Agataramo,2022,29.19,2.09,15.64,65.8,65.71,65.75,15.45,85.34,475665,1:44,-2.42884,30.75312
Eastern,Bugesera,Sector-1,GS Mubuga,2023,5.9,24.83,15.36,88.46,79.84,84.15,2.44,73.49,346661,1:44,-2.42884,30.75312
Eastern,Bugesera,Sector-6,GS Ruramira,2024,15.78,17.97,16.88,67.97,73.77,70.87,18.03,74.54,163753,1:44,-2.42884,30.75312
Eastern,Kirehe,Sector-7,GS Ruramira,2010,29.1,29.76,29.43,89.49,83.18,86.33,1.58,73.83,149810,1:41,-2.50494,29.76282
Eastern,Kirehe,Sector-7,GS Buye,2011,21.11,23.76,22.43,91.32,95.69,93.51,11.73,95.2,561638,1:41,-2.50494,29.76282
Eastern,Kirehe,Sector-3,GS Kinteko,2012,8.58,29.48,19.03,94.89,56.43,75.66,17.9,61.05,522397,1:41,-2.50494,29.76282
Eastern,Kirehe,Sector-1,GS Matara,2013,29.5,19.47,24.49,58.08,95.29,76.69,18.43,80.65,369692,1:41,-2.50494,29.76282
Eastern,Kirehe,Sector-8,GS Mweya,2014,22.97,22.22,22.59,85.46,60.02,72.74,6.19,68.44,360186,1:41,-2.50494,29.76282
Eastern,Kirehe,Sector-9,GS Cyahafi,2015,15.0,10.37,12.69,91.95,64.88,78.42,13.74,86.39,183038,1:41,-2.50494,29.76282
Eastern,Kirehe,Sector-4,Mater Dei,2016,27.49,18.65,23.07,77.99,98.06,88.02,5.85,85.1,224338,1:41,-2.50494,29.76282
Eastern,Kirehe,Sector-9,GS Akumunigo,2017,21.45,22.33,21.89,65.17,67.27,66.22,8.09,99.64,202391,1:41,-2.50494,29.76282
Eastern,Kirehe,Sector-4,GS Mubuga,2018,2.81,24.81,13.81,54.62,83.7,69.16,16.86,62.26,114925,1:41,-2.50494,29.76282
Eastern,Kirehe,Sector-5,GS Rwamagana,2019,12.57,16.14,14.35,70.08,65.02,67.55,4.12,92.13,228501,1:41,-2.50494,29.76282
Eastern,Kirehe,Sector-5,GS Nyacyina,2020,8.25,10.76,9.5,79.46,72.72,76.09,0.21,89.81,384833,1:41,-2.50494,29.76282
Eastern,Kirehe,Sector-9,GS Cyahafi,2021,23.52,24.83,24.17,52.97,80.55,66.76,15.89,75.13,411032,1:41,-2.50494,29.76282
Eastern,Kirehe,Sector-2,GS Nyacyina,2022,3.87,8.87,6.37,92.76,67.32,80.04,17.76,98.92,227424,1:41,-2.50494,29.76282
Eastern,Kirehe,Sector-6,GS Rukomo,2023,3.97,22.58,13.27,90.29,63.57,76.93,2.55,78.86,316651,1:41,-2.50494,29.76282
Eastern,Kirehe,Sector-8,GS Ruramira,2024,6.09,28.85,17.47,84.66,90.07,87.36,4.69,75.91,138725,1:41,-2.50494,29.76282
Eastern,Kirehe,Sector-7,GS Gitega,2010,4.56,13.57,9.06,69.84,96.9,83.37,6.67,66.13,448737,1:52,-1.93483,30.10366
Eastern,Kirehe,Sector-7,GS Ruheru,2011,14.02,17.55,15.79,71.78,70.74,71.26,5.65,89.31,466204,1:52,-1.93483,30.10366
Eastern,Kirehe,Sector-1,GS Rwamagana,2012,17.1,22.18,19.64,76.64,96.55,86.6,15.55,98.06,165018,1:52,-1.93483,30.10366
Eastern,Kirehe,Sector-4,GS Rwamagana,2013,22.43,26.9,24.66,72.4,76.52,74.46,4.79,76.63,250853,1:52,-1.93483,30.10366
Eastern,Kirehe,Sector-4,GS Ruheru,2014,11.81,7.68,9.74,78.05,56.72,67.39,8.18,72.81,592290,1:52,-1.93483,30.10366
Eastern,Kirehe,Sector-8,GS Rwanyanza,2015,22.7,4.29,13.49,62.38,90.37,76.37,19.09,90.52,304120,1:52,-1.93483,30.10366
Eastern,Kirehe,Sector-6,GS Rukomo,2016,27.41,28.91,28.16,71.4,59.87,65.63,19.47,85.07,446929,1:52,-1.93483,30.10366
Eastern,Kirehe,Sector-6,New Vision,2017,20.24,12.84,16.54,64.02,86.56,75.29,10.6,69.69,439855,1:52,-1.93483,30.10366
Eastern,Kirehe,Sector-9,GS Camp Kigali,2018,9.41,19.24,14.32,55.9,82.75,69.32,17.35,71.33,379965,1:52,-1.93483,30.10366
Eastern,Kirehe,Sector-6,GS Rwamagana,2019,7.77,23.57,15.67,80.43,98.55,89.49,1.27,74.94,375455,1:52,-1.93483,30.10366
Eastern,Kirehe,Sector-3,GS Rwanyanza,2020,12.49,28.95,20.72,76.95,64.39,70.67,0.72,64.81,259465,1:52,-1.93483,30.10366
Eastern,Kirehe,Sector-9,GS Mweya,2021,16.98,21.55,19.27,55.72,65.27,60.5,4.83,91.25,420878,1:52,-1.93483,30.10366
Eastern,Kirehe,Sector-2,GS Rwanyanza,2022,20.49,6.71,13.6,94.78,55.28,75.03,7.7,88.26,258818,1:52,-1.93483,30.10366
Eastern,Kirehe,Sector-1,GS Ruheru,2023,12.67,23.72,18.19,98.14,56.33,77.24,7.53,76.83,558024,1:52,-1.93483,30.10366
Eastern,Kirehe,Sector-2,GS Rukomo,2024,11.53,2.52,7.02,84.28,71.81,78.04,3.98,67.79,596195,1:52,-1.93483,30.10366
Eastern,Kirehe,Sector-9,GS Gahanga I,2010,9.36,7.84,8.6,86.53,52.02,69.27,0.04,63.79,419158,1:54,-2.36744,30.3187
Eastern,Kirehe,Sector-6,GS Akumunigo,2011,7.49,10.87,9.18,99.55,76.18,87.86,7.9,68.19,536156,1:54,-2.36744,30.3187
Eastern,Kirehe,Sector-8,GS Kinteko,2012,10.72,7.01,8.86,68.89,65.83,67.36,11.34,87.09,237116,1:54,-2.36744,30.3187
Eastern,Kirehe,Sector-1,GS Buye,2013,20.82,1.08,10.95,96.54,55.55,76.05,2.54,76.25,281593,1:54,-2.36744,30.3187
Eastern,Kirehe,Sector-1,GS Kimironko II,2014,2.7,9.86,6.28,57.88,58.7,58.29,7.34,90.43,490820,1:54,-2.36744,30.3187
Eastern,Kirehe,Sector-6,New Vision,2015,4.08,20.97,12.52,98.93,86.33,92.63,3.26,97.15,553116,1:54,-2.36744,30.3187
Eastern,Kirehe,Sector-6,Mater Dei,2016,8.23,10.91,9.57,58.41,79.08,68.75,8.47,99.02,556526,1:54,-2.36744,30.3187
Eastern,Kirehe,Sector-5,GS Mweya,2017,1.13,10.09,5.61,76.34,66.21,71.28,14.05,64.44,168447,1:54,-2.36744,30.3187
Eastern,Kirehe,Sector-2,GS Gahanga I,2018,23.99,19.24,21.62,57.63,85.51,71.57,8.23,87.09,155063,1:54,-2.36744,30.3187
Eastern,Kirehe,Sector-7,GS Kimironko II,2019,10.66,20.41,15.53,60.81,79.54,70.18,18.43,96.53,413011,1:54,-2.36744,30.3187
Eastern,Kirehe,Sector-1,New Vision,2020,29.38,1.31,15.34,81.14,70.64,75.89,19.62,94.39,554055,1:54,-2.36744,30.3187
Eastern,Kirehe,Sector-3,GS Gahanga I,2021,18.8,24.01,21.41,54.28,59.17,56.73,0.28,90.34,159567,1:54,-2.36744,30.3187
Eastern,Kirehe,Sector-7,GS Buye,2022,20.06,11.59,15.82,80.57,84.8,82.69,2.68,73.7,324589,1:54,-2.36744,30.3187
Eastern,Kirehe,Sector-1,GS Kinteko,2023,26.69,19.83,23.26,58.18,51.68,54.93,3.59,65.64,243084,1:54,-2.36744,30.3187
Eastern,Kirehe,Sector-5,Marie Merci,2024,7.55,1.73,4.64,86.15,90.52,88.33,19.39,91.87,120092,1:54,-2.36744,30.3187
Eastern,Kirehe,Sector-9,GS Camp Kigali,2010,16.11,25.26,20.68,91.51,97.81,94.66,0.41,87.93,129873,1:34,-1.55222,29.14183
Eastern,Kirehe,Sector-6,GS Akumunigo,2011,14.9,15.9,15.4,62.01,56.23,59.12,19.86,83.45,510261,1:34,-1.55222,29.14183
Eastern,Kirehe,Sector-2,GS Camp Kigali,2012,22.99,24.02,23.5,80.82,99.3,90.06,18.92,85.6,202201,1:34,-1.55222,29.14183
Eastern,Kirehe,Sector-7,GS Matara,2013,27.97,12.06,20.01,53.93,58.59,56.26,3.69,62.37,315859,1:34,-1.55222,29.14183
Eastern,Kirehe,Sector-5,GS Camp Kigali,2014,10.89,16.76,13.83,85.58,60.55,73.07,17.28,86.9,252215,1:34,-1.55222,29.14183
Eastern,Kirehe,Sector-4,GS Rukomo,2015,14.47,22.59,18.53,80.97,90.15,85.56,18.82,77.27,279889,1:34,-1.55222,29.14183
Eastern,Kirehe,Sector-7,King David,2016,15.1,14.42,14.76,89.25,91.08,90.17,0.25,82.18,573818,1:34,-1.55222,29.14183
Eastern,Kirehe,Sector-4,GS Mweya,2017,26.51,2.31,14.41,86.56,93.6,90.08,17.05,63.92,195028,1:34,-1.55222,29.14183
Eastern,Kirehe,Sector-9,GS Buye,2018,16.9,6.72,11.81,65.86,64.1,64.98,19.99,81.23,314469,1:34,-1.55222,29.14183
Eastern,Kirehe,Sector-6,GS Akumunigo,2019,25.46,11.49,18.47,50.52,81.31,65.91,19.36,88.16,296955,1:34,-1.55222,29.14183
Eastern,Kirehe,Sector-2,GS Mubuga,2020,26.03,14.02,20.02,53.14,73.8,63.47,11.61,87.57,288088,1:34,-1.55222,29.14183
Eastern,Kirehe,Sector-8,GS Gitega,2021,12.26,5.95,9.1,61.34,78.78,70.06,13.26,76.94,250033,1:34,-1.55222,29.14183
Eastern,Kirehe,Sector-3,Mater Dei,2022,25.72,8.48,17.1,74.58,98.78,86.68,19.12,73.33,424888,1:34,-1.55222,29.14183
Eastern,Kirehe,Sector-6,New Vision,2023,23.23,29.12,26.18,87.31,58.78,73.05,7.16,62.58,206147,1:34,-1.55222,29.14183
Eastern,Kirehe,Sector-7,GS Matara,2024,8.99,24.41,16.7,68.35,65.85,67.1,16.65,94.0,512028,1:34,-1.55222,29.14183
Eastern,Kirehe,Sector-4,GS Matara,2010,15.78,12.02,13.9,72.42,99.03,85.73,17.75,74.01,248182,1:47,-1.2686,29.84786
Eastern,Kirehe,Sector-6,GS Buye,2011,10.23,5.81,8.02,87.29,68.91,78.1,2.61,78.93,214427,1:47,-1.2686,29.84786
Eastern,Kirehe,Sector-6,GS Rwanyanza,2012,9.97,4.39,7.18,99.29,65.43,82.36,11.75,65.21,562590,1:47,-1.2686,29.84786
Eastern,Kirehe,Sector-4,GS Rwamagana,2013,2.86,26.01,14.43,98.07,62.34,80.21,8.28,78.0,270623,1:47,-1.2686,29.84786
Eastern,Kirehe,Sector-1,GS Kinteko,2014,8.83,7.0,7.91,82.7,70.81,76.76,11.3,67.19,195213,1:47,-1.2686,29.84786
Eastern,Kirehe,Sector-7,GS Gitega,2015,25.9,4.41,15.15,89.28,83.68,86.48,18.36,64.6,500626,1:47,-1.2686,29.84786
Eastern,Kirehe,Sector-7,GS Nyacyina,2016,27.44,22.43,24.94,59.89,92.17,76.03,13.71,68.15,533628,1:47,-1.2686,29.84786
Eastern,Kirehe,Sector-3,GS Rwamagana,2017,23.01,16.45,19.73,81.94,97.67,89.8,0.31,64.04,140318,1:47,-1.2686,29.84786
Eastern,Kirehe,Sector-6,GS Kinteko,2018,7.38,9.18,8.28,72.18,58.56,65.37,13.0,94.93,431356,1:47,-1.2686,29.84786
Eastern,Kirehe,Sector-4,Mater Dei,2019,19.96,28.73,24.34,50.15,62.4,56.27,14.41,97.11,121518,1:47,-1.2686,29.84786
Eastern,Kirehe,Sector-8,GS Camp Kigali,2020,23.21,3.65,13.43,75.69,61.58,68.64,17.97,67.25,102419,1:47,-1.2686,29.84786
Eastern,Kirehe,Sector-7,GS Agataramo,2021,28.29,26.16,27.22,64.38,66.65,65.52,0.45,77.06,162112,1:47,-1.2686,29.84786
Eastern,Kirehe,Sector-6,GS Gitega,2022,26.2,17.07,21.64,80.44,96.35,88.39,0.01,86.6,347418,1:47,-1.2686,29.84786
Eastern,Kirehe,Sector-7,GS Matara,2023,18.29,27.56,22.93,64.4,59.28,61.84,13.76,86.07,430679,1:47,-1.2686,29.84786
Eastern,Kirehe,Sector-3,Marie Merci,2024,10.26,8.31,9.29,97.8,96.16,96.98,9.78,78.29,110564,1:47,-1.2686,29.84786
Eastern,Gatsibo,Sector-9,GS Cyahafi,2010,16.59,1.65,9.12,72.21,89.07,80.64,18.19,87.2,208007,1:36,-1.37108,30.32272
Eastern,Gatsibo,Sector-4,GS Nyacyina,2011,1.52,17.15,9.34,89.37,77.07,83.22,19.12,72.96,186332,1:36,-1.37108,30.32272
Eastern,Gatsibo,Sector-7,GS Kimironko II,2012,22.29,20.19,21.24,90.85,56.38,73.61,6.71,94.37,555911,1:36,-1.37108,30.32272
Eastern,Gatsibo,Sector-1,GS Nyacyina,2013,24.66,24.27,24.47,92.29,55.78,74.03,8.26,98.77,235004,1:36,-1.37108,30.32272
Eastern,Gatsibo,Sector-9,GS Ruheru,2014,12.76,20.71,16.73,53.35,79.69,66.52,3.41,90.88,476924,1:36,-1.37108,30.32272
Eastern,Gatsibo,Sector-4,GS Camp Kigali,2015,27.03,20.03,23.53,94.09,74.26,84.18,18.0,81.68,499273,1:36,-1.37108,30.32272
Eastern,Gatsibo,Sector-3,GS Gitega,2016,14.0,8.96,11.48,69.66,69.39,69.52,19.99,71.47,207009,1:36,-1.37108,30.32272
Eastern,Gatsibo,Sector-3,New Vision,2017,8.77,10.54,9.65,82.97,64.7,73.83,6.25,68.63,391409,1:36,-1.37108,30.32272
Eastern,Gatsibo,Sector-5,GS Mweya,2018,4.07,1.54,2.81,90.23,56.89,73.56,10.76,91.04,345352,1:36,-1.37108,30.32272
Eastern,Gatsibo,Sector-5,King David,2019,9.98,5.21,7.59,86.84,80.07,83.45,1.33,86.22,109004,1:36,-1.37108,30.32272
Eastern,Gatsibo,Sector-8,GS Akumunigo,2020,11.64,12.68,12.16,50.07,74.85,62.46,9.03,90.11,213693,1:36,-1.37108,30.32272
Eastern,Gatsibo,Sector-7,King David,2021,12.83,20.94,16.88,62.49,82.01,72.25,18.22,95.1,275150,1:36,-1.37108,30.32272
Eastern,Gatsibo,Sector-5,ES Kigoma,2022,29.8,4.08,16.94,61.65,97.52,79.59,2.04,98.33,319162,1:36,-1.37108,30.32272
Eastern,Gatsibo,Sector-9,GS Rukomo,2023,25.49,17.89,21.69,99.3,81.82,90.56,17.25,93.36,444159,1:36,-1.37108,30.32272
Eastern,Gatsibo,Sector-3,GS Migongo,2024,9.22,20.92,15.07,83.71,61.07,72.39,16.18,61.39,400159,1:36,-1.37108,30.32272
Eastern,Gatsibo,Sector-9,GS Gahanga I,2010,26.73,11.39,19.06,68.93,70.91,69.92,9.93,81.87,200808,1:44,-1.35934,29.91405
Eastern,Gatsibo,Sector-3,GS Kinteko,2011,9.87,27.89,18.88,79.43,70.39,74.91,19.21,86.05,196299,1:44,-1.35934,29.91405
Eastern,Gatsibo,Sector-2,GS Matara,2012,15.49,4.25,9.87,72.04,73.95,72.99,8.67,95.88,209017,1:44,-1.35934,29.91405
Eastern,Gatsibo,Sector-7,GS Ruheru,2013,12.95,2.03,7.49,74.9,77.71,76.3,5.04,82.35,400572,1:44,-1.35934,29.91405
Eastern,Gatsibo,Sector-7,Mater Dei,2014,24.51,28.47,26.49,56.8,74.88,65.84,6.51,68.57,162598,1:44,-1.35934,29.91405
Eastern,Gatsibo,Sector-1,GS Mweya,2015,5.17,21.59,13.38,76.69,57.19,66.94,6.74,60.37,321516,1:44,-1.35934,29.91405
Eastern,Gatsibo,Sector-8,King David,2016,17.98,10.15,14.07,54.35,61.15,57.75,15.81,67.52,275403,1:44,-1.35934,29.91405
Eastern,Gatsibo,Sector-4,GS Ruheru,2017,1.35,9.5,5.42,50.3,68.81,59.55,8.31,62.53,352615,1:44,-1.35934,29.91405
Eastern,Gatsibo,Sector-5,GS Rwanyanza,2018,14.33,11.15,12.74,81.38,89.22,85.3,18.12,85.93,263947,1:44,-1.35934,29.91405
Eastern,Gatsibo,Sector-5,GS Ruheru,2019,26.04,20.55,23.3,60.73,81.89,71.31,14.85,80.24,341121,1:44,-1.35934,29.91405
Eastern,Gatsibo,Sector-1,GS Buye,2020,25.55,2.85,14.2,51.58,62.93,57.25,13.65,96.03,318403,1:44,-1.35934,29.91405
Eastern,Gatsibo,Sector-4,Mater Dei,2021,21.32,22.07,21.7,97.13,91.61,94.37,4.27,84.94,383568,1:44,-1.35934,29.91405
Eastern,Gatsibo,Sector-8,GS Rwamagana,2022,20.06,13.32,16.69,57.65,90.32,73.98,5.63,80.41,134579,1:44,-1.35934,29.91405
Eastern,Gatsibo,Sector-7,GS Camp Kigali,2023,14.94,13.99,14.47,56.04,71.31,63.67,5.64,71.5,281026,1:44,-1.35934,29.91405
Eastern,Gatsibo,Sector-3,King David,2024,7.76,22.29,15.03,51.54,80.87,66.21,18.63,90.43,145380,1:44,-1.35934,29.91405
Eastern,Gatsibo,Sector-9,ES Kigoma,2010,23.54,25.13,24.34,68.06,60.67,64.37,8.35,75.4,555358,1:51,-1.52581,30.49585
Eastern,Gatsibo,Sector-6,King David,2011,22.36,4.29,13.33,90.3,62.66,76.48,1.4,69.96,310154,1:51,-1.52581,30.49585
Eastern,Gatsibo,Sector-6,King David,2012,1.76,8.57,5.17,76.9,95.38,86.14,0.74,93.86,486618,1:51,-1.52581,30.49585
Eastern,Gatsibo,Sector-4,GS Buye,2013,16.52,21.44,18.98,66.96,55.55,61.26,6.39,71.14,548781,1:51,-1.52581,30.49585
Eastern,Gatsibo,Sector-5,GS Nyacyina,2014,5.74,13.64,9.69,72.61,50.81,61.71,2.27,64.68,579198,1:51,-1.52581,30.49585
Eastern,Gatsibo,Sector-8,GS Rwamagana,2015,10.9,28.97,19.94,75.46,81.38,78.42,2.74,74.26,106163,1:51,-1.52581,30.49585
Eastern,Gatsibo,Sector-7,King David,2016,15.7,4.67,10.18,73.83,88.18,81.01,19.84,70.33,414731,1:51,-1.52581,30.49585
Eastern,Gatsibo,Sector-7,GS Agataramo,2017,20.91,25.4,23.16,70.74,88.39,79.57,8.04,61.62,565787,1:51,-1.52581,30.49585
Eastern,Gatsibo,Sector-7,GS Cyahafi,2018,25.53,11.04,18.28,82.73,85.47,84.1,11.54,83.45,375875,1:51,-1.52581,30.49585
Eastern,Gatsibo,Sector-6,GS Ruramira,2019,10.93,3.43,7.18,99.64,56.36,78.0,6.04,62.89,584405,1:51,-1.52581,30.49585
Eastern,Gatsibo,Sector-8,GS Mubuga,2020,19.86,10.54,15.2,69.57,63.11,66.34,14.41,73.72,339947,1:51,-1.52581,30.49585
Eastern,Gatsibo,Sector-5,GS Ruheru,2021,15.83,28.36,22.1,52.09,75.15,63.62,0.98,83.37,233021,1:51,-1.52581,30.49585
Eastern,Gatsibo,Sector-5,GS Camp Kigali,2022,17.63,25.76,21.69,62.1,93.81,77.96,18.66,60.76,240689,1:51,-1.52581,30.49585
Eastern,Gatsibo,Sector-1,GS Ruramira,2023,20.06,13.73,16.9,52.24,96.01,74.12,13.8,78.81,383830,1:51,-1.52581,30.49585
Eastern,Gatsibo,Sector-7,GS Agataramo,2024,14.97,4.61,9.79,60.71,53.22,56.97,4.78,82.97,448904,1:51,-1.52581,30.49585
Eastern,Gatsibo,Sector-2,GS Gitega,2010,1.37,21.16,11.27,70.9,78.28,74.59,18.34,85.96,172534,1:57,-1.29598,30.56784
Eastern,Gatsibo,Sector-1,GS Matara,2011,4.89,20.47,12.68,50.22,96.23,73.23,18.66,64.5,252890,1:57,-1.29598,30.56784
Eastern,Gatsibo,Sector-4,King David,2012,28.21,27.51,27.86,77.32,67.81,72.57,1.99,60.29,125816,1:57,-1.29598,30.56784
Eastern,Gatsibo,Sector-9,GS Akumunigo,2013,8.9,25.12,17.01,99.02,74.69,86.86,1.04,60.39,229544,1:57,-1.29598,30.56784
Eastern,Gatsibo,Sector-4,GS Rutongo,2014,28.32,16.29,22.31,66.25,57.91,62.08,7.27,73.54,116259,1:57,-1.29598,30.56784
Eastern,Gatsibo,Sector-2,GS Rutongo,2015,16.41,26.28,21.35,84.37,55.58,69.97,3.91,65.91,197841,1:57,-1.29598,30.56784
Eastern,Gatsibo,Sector-1,GS Buye,2016,1.81,24.35,13.08,50.98,91.53,71.26,14.7,65.76,396508,1:57,-1.29598,30.56784
Eastern,Gatsibo,Sector-1,GS Rwamagana,2017,4.2,26.0,15.1,91.96,82.65,87.3,0.12,80.09,330314,1:57,-1.29598,30.56784
Eastern,Gatsibo,Sector-2,Marie Merci,2018,18.18,25.57,21.88,67.84,55.41,61.63,2.15,76.84,330502,1:57,-1.29598,30.56784
Eastern,Gatsibo,Sector-2,GS Rukomo,2019,6.98,5.28,6.13,89.85,53.14,71.5,15.12,87.46,107904,1:57,-1.29598,30.56784
Eastern,Gatsibo,Sector-6,Mater Dei,2020,28.97,4.32,16.64,65.72,90.51,78.11,16.51,70.65,240466,1:57,-1.29598,30.56784
Eastern,Gatsibo,Sector-7,ES Kigoma,2021,29.63,17.15,23.39,63.9,69.93,66.92,15.47,66.81,299521,1:57,-1.29598,30.56784
Eastern,Gatsibo,Sector-9,King David,2022,26.38,1.77,14.07,78.1,60.71,69.41,13.09,73.64,286869,1:57,-1.29598,30.56784
Eastern,Gatsibo,Sector-7,GS Mweya,2023,28.67,23.48,26.07,90.18,76.58,83.38,2.33,67.47,212789,1:57,-1.29598,30.56784
Eastern,Gatsibo,Sector-6,GS Gahanga I,2024,18.3,8.97,13.64,53.98,71.48,62.73,13.75,82.17,145667,1:57,-1.29598,30.56784
Eastern,Gatsibo,Sector-3,GS Gitega,2010,19.81,19.49,19.65,77.67,50.57,64.12,18.85,87.86,380141,1:38,-2.12945,29.52482
Eastern,Gatsibo,Sector-5,GS Migongo,2011,24.72,18.04,21.38,62.61,60.19,61.4,3.31,73.62,123382,1:38,-2.12945,29.52482
Eastern,Gatsibo,Sector-1,GS Rwanyanza,2012,29.35,4.13,16.74,96.6,95.68,96.14,8.72,81.01,343772,1:38,-2.12945,29.52482
Eastern,Gatsibo,Sector-1,GS Agataramo,2013,19.27,10.88,15.07,65.06,78.91,71.98,5.73,79.93,394614,1:38,-2.12945,29.52482
Eastern,Gatsibo,Sector-6,GS Akumunigo,2014,11.64,3.43,7.54,52.61,62.67,57.64,16.26,62.97,164186,1:38,-2.12945,29.52482
Eastern,Gatsibo,Sector-3,GS Gahanga I,2015,2.13,20.11,11.12,63.63,93.58,78.6,10.35,79.4,248051,1:38,-2.12945,29.52482
Eastern,Gatsibo,Sector-4,Marie Merci,2016,12.08,17.36,14.72,55.73,99.85,77.79,14.2,77.02,469841,1:38,-2.12945,29.52482
Eastern,Gatsibo,Sector-6,GS Kinteko,2017,11.55,25.16,18.36,72.71,85.98,79.35,14.71,64.3,314096,1:38,-2.12945,29.52482
Eastern,Gatsibo,Sector-9,GS Ruramira,2018,7.14,5.21,6.18,65.81,98.8,82.31,0.6,70.27,411467,1:38,-2.12945,29.52482
Eastern,Gatsibo,Sector-2,New Vision,2019,12.52,17.57,15.04,97.66,75.84,86.75,16.8,92.76,136534,1:38,-2.12945,29.52482
Eastern,Gatsibo,Sector-7,New Vision,2020,29.92,9.49,19.7,67.89,97.08,82.49,11.62,88.45,555725,1:38,-2.12945,29.52482
Eastern,Gatsibo,Sector-2,GS Rwanyanza,2021,28.38,24.54,26.46,87.09,86.85,86.97,5.52,67.12,513509,1:38,-2.12945,29.52482
