Province,District,School_Name,Year,Overall_Dropout_Percentage,Male_Dropout_Percentage,Female_Dropout_Percentage,Completion_Total,Attendance_Rate,Avg_Household_Income_RWF,Region_Type,Dropout_Risk_Level,Dropout_Risk_Prediction,Dropout_Risk_Probability
Eastern,Kirehe,GS Matara,2013,24.49,29.5,19.47,76.69,80.65,369692,Rural,High Risk,1,0.9809021910250649
Eastern,Kirehe,GS Mweya,2014,22.59,22.97,22.22,72.74,68.44,360186,Rural,High Risk,1,0.9782579172769065
Eastern,Kirehe,GS Cyahafi,2015,12.69,15.0,10.37,78.42,86.39,183038,Rural,Low Risk,0,0.06065940356254549
Eastern,Kirehe,Mater Dei,2016,23.07,27.49,18.65,88.02,85.1,224338,Rural,High Risk,1,0.9799006549006549
Eastern,Kirehe,GS Akumunigo,2017,21.89,21.45,22.33,66.22,99.64,202391,Rural,High Risk,1,0.9732402333800582
Eastern,Kirehe,GS Mubuga,2018,13.81,2.81,24.81,69.16,62.26,114925,Rural,Low Risk,0,0.13794990214556582
Eastern,Kirehe,GS Rwamagana,2019,14.35,12.57,16.14,67.55,92.13,228501,Rural,Low Risk,0,0.4303154600796053
Eastern,Kirehe,GS Nyacyina,2020,9.5,8.25,10.76,76.09,89.81,384833,Rural,Low Risk,0,0.04228175071673286
Eastern,Kirehe,GS Cyahafi,2021,24.17,23.52,24.83,66.76,75.13,411032,Rural,High Risk,1,0.9752162367993762
Eastern,Kirehe,GS Nyacyina,2022,6.37,3.87,8.87,80.04,98.92,227424,Rural,Low Risk,0,0.054634651477066296
Eastern,Kirehe,GS Rukomo,2023,13.27,3.97,22.58,76.93,78.86,316651,Rural,Low Risk,0,0.083233636622779
Eastern,Kirehe,GS Ruramira,2024,17.47,6.09,28.85,87.36,75.91,138725,Rural,High Risk,1,0.7016775819965474
Eastern,Kirehe,GS Gitega,2010,9.06,4.56,13.57,83.37,66.13,448737,Rural,Low Risk,0,0.01814386499693469
Eastern,Kirehe,GS Ruheru,2011,15.79,14.02,17.55,71.26,89.31,466204,Rural,High Risk,1,0.8081171168727943
Eastern,Kirehe,GS Rwamagana,2012,19.64,17.1,22.18,86.6,98.06,165018,Rural,High Risk,1,0.9574307887106395
Eastern,Kirehe,GS Rwamagana,2013,24.66,22.43,26.9,74.46,76.63,250853,Rural,High Risk,1,0.9842945942945943
Eastern,Kirehe,GS Ruheru,2014,9.74,11.81,7.68,67.39,72.81,592290,Rural,Low Risk,0,0.03825514996689119
Eastern,Kirehe,GS Rwanyanza,2015,13.49,22.7,4.29,76.37,90.52,304120,Rural,Low Risk,0,0.08765488279544187
Eastern,Kirehe,GS Rukomo,2016,28.16,27.41,28.91,65.63,85.07,446929,Rural,High Risk,1,0.9966442615950006
Eastern,Kirehe,New Vision,2017,16.54,20.24,12.84,75.29,69.69,439855,Rural,High Risk,1,0.8640079379680323
Eastern,Kirehe,GS Camp Kigali,2018,14.32,9.41,19.24,69.32,71.33,379965,Rural,Low Risk,0,0.149476880256292
Eastern,Kirehe,GS Rwamagana,2019,15.67,7.77,23.57,89.49,74.94,375455,Rural,High Risk,1,0.780436051986874
Eastern,Kirehe,GS Rwanyanza,2020,20.72,12.49,28.95,70.67,64.81,259465,Rural,High Risk,1,0.9672417660233961
Eastern,Kirehe,GS Mweya,2021,19.27,16.98,21.55,60.5,91.25,420878,Rural,High Risk,1,0.9490899478808535
Eastern,Kirehe,GS Rwanyanza,2022,13.6,20.49,6.71,75.03,88.26,258818,Rural,Low Risk,0,0.1942295881389194
Eastern,Kirehe,GS Ruheru,2023,18.19,12.67,23.72,77.24,76.83,558024,Rural,High Risk,1,0.9218961282496129
Eastern,Kirehe,GS Rukomo,2024,7.02,11.53,2.52,78.04,67.79,596195,Rural,Low Risk,0,0.042679759064017275
Eastern,Kirehe,GS Gahanga I,2010,8.6,9.36,7.84,69.27,63.79,419158,Rural,Low Risk,0,0.01755769230769231
Eastern,Kirehe,GS Akumunigo,2011,9.18,7.49,10.87,87.86,68.19,536156,Rural,Low Risk,0,0.02804488384186773
Eastern,Kirehe,GS Kinteko,2012,8.86,10.72,7.01,67.36,87.09,237116,Rural,Low Risk,0,0.021555423608364738
Eastern,Kirehe,GS Buye,2013,10.95,20.82,1.08,76.05,76.25,281593,Rural,Low Risk,0,0.10529988294779477
Eastern,Kirehe,GS Kimironko II,2014,6.28,2.7,9.86,58.29,90.43,490820,Rural,Low Risk,0,0.016574435057805707
Eastern,Kirehe,New Vision,2015,12.52,4.08,20.97,92.63,97.15,553116,Rural,Low Risk,0,0.07300137931034484
Eastern,Kirehe,Mater Dei,2016,9.57,8.23,10.91,68.75,99.02,556526,Rural,Low Risk,0,0.0778605382468127
Eastern,Kirehe,GS Mweya,2017,5.61,1.13,10.09,71.28,64.44,168447,Rural,Low Risk,0,0.01470553986993684
Eastern,Kirehe,GS Gahanga I,2018,21.62,23.99,19.24,71.57,87.09,155063,Rural,High Risk,1,0.9252146791552441
Eastern,Kirehe,GS Kimironko II,2019,15.53,10.66,20.41,70.18,96.53,413011,Rural,High Risk,1,0.8729376938079402
Eastern,Kirehe,New Vision,2020,15.34,29.38,1.31,75.89,94.39,554055,Rural,High Risk,1,0.7727533140283139
Eastern,Kirehe,GS Gahanga I,2021,21.41,18.8,24.01,56.73,90.34,159567,Rural,High Risk,1,0.8823819124423963
Eastern,Kirehe,GS Buye,2022,15.82,20.06,11.59,82.69,73.7,324589,Rural,High Risk,1,0.8667295757637439
Eastern,Kirehe,GS Kinteko,2023,23.26,26.69,19.83,54.93,65.64,243084,Rural,High Risk,1,0.969433962264151
Eastern,Kirehe,Marie Merci,2024,4.64,7.55,1.73,88.33,91.87,120092,Rural,Low Risk,0,0.003926230356739966
Eastern,Kirehe,GS Camp Kigali,2010,20.68,16.11,25.26,94.66,87.93,129873,Rural,High Risk,1,0.9478372093023256
Eastern,Kirehe,GS Akumunigo,2011,15.4,14.9,15.9,59.12,83.45,510261,Rural,High Risk,0,0.32078141159242163
Eastern,Kirehe,GS Camp Kigali,2012,23.5,22.99,24.02,90.06,85.6,202201,Rural,High Risk,1,0.9581428226079387
Eastern,Kirehe,GS Matara,2013,20.01,27.97,12.06,56.26,62.37,315859,Rural,High Risk,1,0.9156309041835358
Eastern,Kirehe,GS Camp Kigali,2014,13.83,10.89,16.76,73.07,86.9,252215,Rural,Low Risk,0,0.1433744490443487
Eastern,Kirehe,GS Rukomo,2015,18.53,14.47,22.59,85.56,77.27,279889,Rural,High Risk,1,0.9458968178388166
Eastern,Kirehe,King David,2016,14.76,15.1,14.42,90.17,82.18,573818,Rural,Low Risk,0,0.13079485240249944
Eastern,Kirehe,GS Mweya,2017,14.41,26.51,2.31,90.08,63.92,195028,Rural,Low Risk,0,0.11816885620915034
Eastern,Kirehe,GS Buye,2018,11.81,16.9,6.72,64.98,81.23,314469,Rural,Low Risk,0,0.2544912691261923
Eastern,Kirehe,GS Akumunigo,2019,18.47,25.46,11.49,65.91,88.16,296955,Rural,High Risk,1,0.9315946896168532
Eastern,Kirehe,GS Mubuga,2020,20.02,26.03,14.02,63.47,87.57,288088,Rural,High Risk,1,0.9637783943370825
Eastern,Kirehe,GS Gitega,2021,9.1,12.26,5.95,70.06,76.94,250033,Rural,Low Risk,0,0.01889863863317027
Eastern,Kirehe,Mater Dei,2022,17.1,25.72,8.48,86.68,73.33,424888,Rural,High Risk,1,0.8331770469091662
Eastern,Kirehe,New Vision,2023,26.18,23.23,29.12,73.05,62.58,206147,Rural,High Risk,1,0.9932267200867596
Eastern,Kirehe,GS Matara,2024,16.7,8.99,24.41,67.1,94.0,512028,Rural,High Risk,1,0.8305583825113899
Eastern,Kirehe,GS Matara,2010,13.9,15.78,12.02,85.73,74.01,248182,Rural,Low Risk,0,0.05323076297427944
Eastern,Kirehe,GS Buye,2011,8.02,10.23,5.81,78.1,78.93,214427,Rural,Low Risk,0,0.02271745506504741
Eastern,Kirehe,GS Rwanyanza,2012,7.18,9.97,4.39,82.36,65.21,562590,Rural,Low Risk,0,0.0883108453060348
Eastern,Kirehe,GS Rwamagana,2013,14.43,2.86,26.01,80.21,78.0,270623,Rural,Low Risk,0,0.12151471262413717
Eastern,Kirehe,GS Kinteko,2014,7.91,8.83,7.0,76.76,67.19,195213,Rural,Low Risk,0,0.0357171387109175
Eastern,Kirehe,GS Gitega,2015,15.15,25.9,4.41,86.48,64.6,500626,Rural,Low Risk,0,0.31921525376324383
Eastern,Kirehe,GS Nyacyina,2016,24.94,27.44,22.43,76.03,68.15,533628,Rural,High Risk,1,0.990027043732537
Eastern,Kirehe,GS Rwamagana,2017,19.73,23.01,16.45,89.8,64.04,140318,Rural,High Risk,1,0.8948939393939394
Eastern,Kirehe,GS Kinteko,2018,8.28,7.38,9.18,65.37,94.93,431356,Rural,Low Risk,0,0.03936330538176375
Eastern,Kirehe,Mater Dei,2019,24.34,19.96,28.73,56.27,97.11,121518,Rural,High Risk,1,0.9689709024635494
Eastern,Kirehe,GS Camp Kigali,2020,13.43,23.21,3.65,68.64,67.25,102419,Rural,Low Risk,0,0.3060786963510822
Eastern,Kirehe,GS Agataramo,2021,27.22,28.29,26.16,65.52,77.06,162112,Rural,High Risk,1,0.9434318630678078
Eastern,Kirehe,GS Gitega,2022,21.64,26.2,17.07,88.39,86.6,347418,Rural,High Risk,1,0.8969336219336219
Eastern,Kirehe,GS Matara,2023,22.93,18.29,27.56,61.84,86.07,430679,Rural,High Risk,1,0.9615817172164494
Eastern,Kirehe,Marie Merci,2024,9.29,10.26,8.31,96.98,78.29,110564,Rural,Low Risk,0,0.10395654116927772
Eastern,Gatsibo,GS Cyahafi,2010,9.12,16.59,1.65,80.64,87.2,208007,Rural,Low Risk,0,0.05991150123588644
Eastern,Gatsibo,GS Nyacyina,2011,9.34,1.52,17.15,83.22,72.96,186332,Rural,Low Risk,0,0.04338245882972665
Eastern,Gatsibo,GS Kimironko II,2012,21.24,22.29,20.19,73.61,94.37,555911,Rural,High Risk,1,0.9880845771144279
Eastern,Gatsibo,GS Nyacyina,2013,24.47,24.66,24.27,74.03,98.77,235004,Rural,High Risk,1,0.9644921094653565
Eastern,Gatsibo,GS Ruheru,2014,16.73,12.76,20.71,66.52,90.88,476924,Rural,High Risk,1,0.9275112041930452
Eastern,Gatsibo,GS Camp Kigali,2015,23.53,27.03,20.03,84.18,81.68,499273,Rural,High Risk,1,0.9619682098215899
Eastern,Gatsibo,GS Gitega,2016,11.48,14.0,8.96,69.52,71.47,207009,Rural,Low Risk,0,0.07893993340727451
Eastern,Gatsibo,New Vision,2017,9.65,8.77,10.54,73.83,68.63,391409,Rural,Low Risk,0,0.062347628190963886
Eastern,Gatsibo,GS Mweya,2018,2.81,4.07,1.54,73.56,91.04,345352,Rural,Low Risk,0,0.016258353983477927
Eastern,Gatsibo,King David,2019,7.59,9.98,5.21,83.45,86.22,109004,Rural,Low Risk,0,0.1314873141946271
Eastern,Gatsibo,GS Akumunigo,2020,12.16,11.64,12.68,62.46,90.11,213693,Rural,Low Risk,0,0.07878519872359185
Eastern,Gatsibo,King David,2021,16.88,12.83,20.94,72.25,95.1,275150,Rural,High Risk,1,0.9345310953836525
Eastern,Gatsibo,ES Kigoma,2022,16.94,29.8,4.08,79.59,98.33,319162,Rural,High Risk,1,0.7327448263257087
Eastern,Gatsibo,GS Rukomo,2023,21.69,25.49,17.89,90.56,93.36,444159,Rural,High Risk,1,0.9681275391275392
Eastern,Gatsibo,GS Migongo,2024,15.07,9.22,20.92,72.39,61.39,400159,Rural,Low Risk,1,0.5615955491690786
Eastern,Gatsibo,GS Gahanga I,2010,19.06,26.73,11.39,69.92,81.87,200808,Rural,High Risk,1,0.9490133244213379
Eastern,Gatsibo,GS Kinteko,2011,18.88,9.87,27.89,74.91,86.05,196299,Rural,High Risk,1,0.956951384951385
Eastern,Gatsibo,GS Matara,2012,9.87,15.49,4.25,72.99,95.88,209017,Rural,Low Risk,0,0.07374738239368689
Eastern,Gatsibo,GS Ruheru,2013,7.49,12.95,2.03,76.3,82.35,400572,Rural,Low Risk,0,0.05903127422370002
Eastern,Gatsibo,Mater Dei,2014,26.49,24.51,28.47,65.84,68.57,162598,Rural,High Risk,1,0.9835346015991178
Eastern,Gatsibo,GS Mweya,2015,13.38,5.17,21.59,66.94,60.37,321516,Rural,Low Risk,0,0.07591462578261543
Eastern,Gatsibo,King David,2016,14.07,17.98,10.15,57.75,67.52,275403,Rural,Low Risk,0,0.09720987968038773
Eastern,Gatsibo,GS Ruheru,2017,5.42,1.35,9.5,59.55,62.53,352615,Rural,Low Risk,0,0.04471742571020618
Eastern,Gatsibo,GS Rwanyanza,2018,12.74,14.33,11.15,85.3,85.93,263947,Rural,Low Risk,0,0.06766669077320969
Eastern,Gatsibo,GS Ruheru,2019,23.3,26.04,20.55,71.31,80.24,341121,Rural,High Risk,1,0.9688550153795066
Eastern,Gatsibo,GS Buye,2020,14.2,25.55,2.85,57.25,96.03,318403,Rural,Low Risk,0,0.1494549442176402
Eastern,Gatsibo,Mater Dei,2021,21.7,21.32,22.07,94.37,84.94,383568,Rural,High Risk,1,0.9675584074590076
Eastern,Gatsibo,GS Rwamagana,2022,16.69,20.06,13.32,73.98,80.41,134579,Rural,High Risk,1,0.8579919545306542
Eastern,Gatsibo,GS Camp Kigali,2023,14.47,14.94,13.99,63.67,71.5,281026,Rural,Low Risk,0,0.13315608236271295
Eastern,Gatsibo,King David,2024,15.03,7.76,22.29,66.21,90.43,145380,Rural,Low Risk,0,0.4504117378066958
Eastern,Gatsibo,ES Kigoma,2010,24.34,23.54,25.13,64.37,75.4,555358,Rural,High Risk,1,0.9838132332783495
Eastern,Gatsibo,King David,2011,13.33,22.36,4.29,76.48,69.96,310154,Rural,Low Risk,0,0.2001338782478407
Eastern,Gatsibo,King David,2012,5.17,1.76,8.57,86.14,93.86,486618,Rural,Low Risk,0,0.009461622980996086
Eastern,Gatsibo,GS Buye,2013,18.98,16.52,21.44,61.26,71.14,548781,Rural,High Risk,1,0.9208101156604662
Eastern,Gatsibo,GS Nyacyina,2014,9.69,5.74,13.64,61.71,64.68,579198,Rural,Low Risk,0,0.04720641009663981
Eastern,Gatsibo,GS Rwamagana,2015,19.94,10.9,28.97,78.42,74.26,106163,Rural,High Risk,1,0.9393649488809064
Eastern,Gatsibo,King David,2016,10.18,15.7,4.67,81.01,70.33,414731,Rural,Low Risk,0,0.13295745167171366
Eastern,Gatsibo,GS Agataramo,2017,23.16,20.91,25.4,79.57,61.62,565787,Rural,High Risk,1,0.9901713841713843
Eastern,Gatsibo,GS Cyahafi,2018,18.28,25.53,11.04,84.1,83.45,375875,Rural,High Risk,1,0.9467200359297867
Eastern,Gatsibo,GS Ruramira,2019,7.18,10.93,3.43,78.0,62.89,584405,Rural,Low Risk,0,0.03476422443637312
Eastern,Gatsibo,GS Mubuga,2020,15.2,19.86,10.54,66.34,73.72,339947,Rural,Low Risk,0,0.2218750628801547
Eastern,Gatsibo,GS Ruheru,2021,22.1,15.83,28.36,63.62,83.37,233021,Rural,High Risk,1,0.948743614570056
Eastern,Gatsibo,GS Camp Kigali,2022,21.69,17.63,25.76,77.96,60.76,240689,Rural,High Risk,1,0.8911797813966487
Eastern,Gatsibo,GS Ruramira,2023,16.9,20.06,13.73,74.12,78.81,383830,Rural,High Risk,1,0.8363052362579776
Eastern,Gatsibo,GS Agataramo,2024,9.79,14.97,4.61,56.97,82.97,448904,Rural,Low Risk,0,0.06161130076672894
Eastern,Gatsibo,GS Gitega,2010,11.27,1.37,21.16,74.59,85.96,172534,Rural,Low Risk,0,0.08921257783869241
Eastern,Gatsibo,GS Matara,2011,12.68,4.89,20.47,73.23,64.5,252890,Rural,Low Risk,0,0.033226983887982176
Eastern,Gatsibo,King David,2012,27.86,28.21,27.51,72.57,60.29,125816,Rural,High Risk,1,0.9471428571428571
Eastern,Gatsibo,GS Akumunigo,2013,17.01,8.9,25.12,86.86,60.39,229544,Rural,High Risk,1,0.9207764907764908
Eastern,Gatsibo,GS Rutongo,2014,22.31,28.32,16.29,62.08,73.54,116259,Rural,High Risk,1,0.9762287396259517
Eastern,Gatsibo,GS Rutongo,2015,21.35,16.41,26.28,69.97,65.91,197841,Rural,High Risk,1,0.9535889383546109
Eastern,Gatsibo,GS Buye,2016,13.08,1.81,24.35,71.26,65.76,396508,Rural,Low Risk,0,0.08371669739085355
Eastern,Gatsibo,GS Rwamagana,2017,15.1,4.2,26.0,87.3,80.09,330314,Rural,Low Risk,0,0.1726750619079405
Eastern,Gatsibo,Marie Merci,2018,21.88,18.18,25.57,61.63,76.84,330502,Rural,High Risk,1,0.959104655370328
Eastern,Gatsibo,GS Rukomo,2019,6.13,6.98,5.28,71.5,87.46,107904,Rural,Low Risk,0,0.019998900014492355
Eastern,Gatsibo,Mater Dei,2020,16.64,28.97,4.32,78.11,70.65,240466,Rural,High Risk,1,0.8513481735996347
Eastern,Gatsibo,ES Kigoma,2021,23.39,29.63,17.15,66.92,66.81,299521,Rural,High Risk,1,0.9799592562151642
Eastern,Gatsibo,King David,2022,14.07,26.38,1.77,69.41,73.64,286869,Rural,Low Risk,0,0.15247563430833375
Eastern,Gatsibo,GS Mweya,2023,26.07,28.67,23.48,83.38,67.47,212789,Rural,High Risk,1,0.9951597756248919
Eastern,Gatsibo,GS Gahanga I,2024,13.64,18.3,8.97,62.73,82.17,145667,Rural,Low Risk,0,0.06893673814479356
Eastern,Gatsibo,GS Gitega,2010,19.65,19.81,19.49,64.12,87.86,380141,Rural,High Risk,1,0.9407248725557682
Eastern,Gatsibo,GS Migongo,2011,21.38,24.72,18.04,61.4,73.62,123382,Rural,High Risk,1,0.9880645161290323
Eastern,Gatsibo,GS Rwanyanza,2012,16.74,29.35,4.13,96.14,81.01,343772,Rural,High Risk,1,0.8193248703248703
Eastern,Gatsibo,GS Agataramo,2013,15.07,19.27,10.88,71.98,79.93,394614,Rural,Low Risk,0,0.17157302321960835
Eastern,Gatsibo,GS Akumunigo,2014,7.54,11.64,3.43,57.64,62.97,164186,Rural,Low Risk,0,0.017534963498260718
Eastern,Gatsibo,GS Gahanga I,2015,11.12,2.13,20.11,78.6,79.4,248051,Rural,Low Risk,0,0.05051181046203977
Eastern,Gatsibo,Marie Merci,2016,14.72,12.08,17.36,77.79,77.02,469841,Rural,Low Risk,0,0.12998256828373428
Eastern,Gatsibo,GS Kinteko,2017,18.36,11.55,25.16,79.35,64.3,314096,Rural,High Risk,1,0.8965147051199409
Eastern,Gatsibo,GS Ruramira,2018,6.18,7.14,5.21,82.31,70.27,411467,Rural,Low Risk,0,0.04153921083833462
Eastern,Gatsibo,New Vision,2019,15.04,12.52,17.57,86.75,92.76,136534,Rural,Low Risk,0,0.12836082403334168
Eastern,Gatsibo,New Vision,2020,19.7,29.92,9.49,82.49,88.45,555725,Rural,High Risk,1,0.8608345952066605
Eastern,Gatsibo,GS Rwanyanza,2021,26.46,28.38,24.54,86.97,67.12,513509,Rural,High Risk,1,0.9798365433016596
Eastern,Gatsibo,King David,2022,19.78,27.98,11.57,78.1,80.58,416842,Rural,High Risk,1,0.8927733940543168
Eastern,Gatsibo,GS Camp Kigali,2023,23.54,25.25,21.83,64.21,97.34,294188,Rural,High Risk,1,0.9825581705058771
Eastern,Gatsibo,ES Kigoma,2024,23.37,24.05,22.68,79.37,85.0,153365,Rural,High Risk,1,0.9457677799770327
Western,Rubavu,GS Ruramira,2010,9.1,3.06,15.15,80.38,94.88,582360,Rural,Low Risk,0,0.04243082141333167
Western,Rubavu,ES Kigoma,2011,19.77,23.38,16.16,57.07,67.53,495215,Rural,High Risk,1,0.9669669678392979
Western,Rubavu,GS Mubuga,2012,18.87,24.19,13.55,68.97,88.17,234411,Rural,High Risk,1,0.9724516677873545
Western,Rubavu,GS Kinteko,2013,10.65,2.21,19.09,74.12,85.76,427222,Rural,Low Risk,0,0.07051290885099622
Western,Rubavu,New Vision,2014,19.97,13.42,26.53,96.35,88.77,236559,Rural,High Risk,1,0.9069771607702642
Western,Rubavu,GS Akumunigo,2015,12.38,8.25,16.52,84.22,70.09,364603,Rural,Low Risk,0,0.059723112488828244
Western,Rubavu,GS Buye,2016,19.39,14.78,24.01,82.47,81.36,102921,Rural,High Risk,1,0.9195997973657548
Western,Rubavu,GS Rwanyanza,2017,12.65,5.94,19.36,73.2,62.52,223649,Rural,Low Risk,0,0.09473064689164518
Western,Rubavu,GS Kimironko II,2018,12.89,6.38,19.4,86.48,72.42,552220,Rural,Low Risk,0,0.10186060283099804
Western,Rubavu,Mater Dei,2019,12.56,7.96,17.15,76.04,73.34,521136,Rural,Low Risk,0,0.0987604045045302
Western,Rubavu,GS Cyahafi,2020,15.88,25.76,5.99,63.91,70.84,364068,Rural,High Risk,1,0.771074179769832
Western,Rubavu,ES Kigoma,2021,6.08,3.21,8.94,60.79,91.92,169767,Rural,Low Risk,0,0.019865668881742352
Western,Rubavu,GS Matara,2022,8.57,12.83,4.3,84.46,88.84,432402,Rural,Low Risk,0,0.0574026839697409
Western,Rubavu,GS Buye,2023,27.33,29.54,25.12,75.61,93.73,199704,Rural,High Risk,1,0.9958788433788435
Western,Rubavu,Marie Merci,2024,25.63,22.42,28.84,81.23,97.83,383590,Rural,High Risk,1,0.9683202252443059
Western,Rubavu,GS Akumunigo,2010,13.51,5.7,21.32,82.55,69.66,346281,Rural,Low Risk,0,0.09010547730924111
Western,Rubavu,GS Kinteko,2011,10.21,1.11,19.31,72.87,78.06,164325,Rural,Low Risk,0,0.03726602549153991
Western,Rubavu,GS Buye,2012,17.93,19.4,16.45,67.1,92.91,588426,Rural,High Risk,1,0.9287511784921664
Western,Rubavu,Mater Dei,2013,15.05,16.1,14.0,59.41,63.94,169715,Rural,Low Risk,0,0.0926012552542051
Western,Rubavu,GS Migongo,2014,16.97,22.3,11.65,52.99,79.85,198580,Rural,High Risk,1,0.9675530738642628
Western,Rubavu,GS Rutongo,2015,21.34,21.26,21.41,85.19,79.57,400141,Rural,High Risk,1,0.9590565632746558
Western,Rubavu,GS Gahanga I,2016,6.07,9.92,2.23,72.05,72.17,368718,Rural,Low Risk,0,0.03011104628114415
Western,Rubavu,New Vision,2017,20.52,11.35,29.7,62.93,90.89,473690,Rural,High Risk,1,0.9498726371519111
Western,Rubavu,New Vision,2018,14.69,6.18,23.19,83.82,98.29,306329,Rural,Low Risk,0,0.13177301059866894
Western,Rubavu,GS Agataramo,2019,18.19,16.13,20.25,77.51,73.45,102019,Rural,High Risk,1,0.943373782212445
Western,Rubavu,GS Mubuga,2020,28.4,29.9,26.9,83.47,92.63,557775,Rural,High Risk,1,0.9929625573213555
Western,Rubavu,GS Cyahafi,2021,21.75,18.72,24.79,65.64,80.48,158541,Rural,High Risk,1,0.9747109508781456
Western,Rubavu,GS Buye,2022,17.14,13.9,20.39,66.19,81.65,563819,Rural,High Risk,1,0.9281507244807737
Western,Rubavu,GS Kimironko II,2023,16.22,23.94,8.5,60.12,67.18,537631,Rural,High Risk,1,0.6265683193079118
Western,Rubavu,GS Rwanyanza,2024,8.48,5.78,11.19,65.37,88.33,311864,Rural,Low Risk,0,0.06756079222741469
Western,Rubavu,King David,2010,20.92,19.81,22.04,77.36,84.65,161009,Rural,High Risk,1,0.961967718303202
Western,Rubavu,King David,2011,25.61,28.33,22.9,63.64,92.39,257998,Rural,High Risk,1,0.9955785004469214
Western,Rubavu,King David,2012,16.99,21.78,12.21,71.1,99.04,332321,Rural,High Risk,1,0.8888797450027384
Western,Rubavu,GS Rwamagana,2013,18.62,20.55,16.7,90.13,62.33,134986,Rural,High Risk,1,0.9068909471366221
Western,Rubavu,GS Camp Kigali,2014,11.45,10.42,12.49,74.19,69.14,390358,Rural,Low Risk,0,0.08655698481196997
Western,Rubavu,Marie Merci,2015,18.67,21.46,15.88,69.14,89.4,193993,Rural,High Risk,1,0.89561899240364
Western,Rubavu,ES Kigoma,2016,9.89,13.16,6.63,69.75,81.25,266797,Rural,Low Risk,0,0.032797604917295636
Western,Rubavu,GS Buye,2017,20.75,17.86,23.64,56.05,94.95,594087,Rural,High Risk,1,0.9573833113861621
Western,Rubavu,GS Migongo,2018,18.03,26.41,9.64,57.81,83.12,460256,Rural,High Risk,1,0.9011045789942896
Western,Rubavu,GS Matara,2019,26.94,26.42,27.46,68.2,81.97,167764,Rural,High Risk,1,0.9758768162627609
Western,Rubavu,Mater Dei,2020,11.56,3.73,19.38,76.27,81.58,136355,Rural,Low Risk,0,0.058978704830379154
Western,Rubavu,Mater Dei,2021,9.35,12.48,6.23,71.31,72.49,193616,Rural,Low Risk,0,0.020771883487608424
Western,Rubavu,GS Rukomo,2022,6.09,9.62,2.57,67.09,88.07,228019,Rural,Low Risk,0,0.0389517060289116
Western,Rubavu,GS Kinteko,2023,18.43,9.85,27.0,85.29,65.66,181541,Rural,High Risk,1,0.9361471648230603
Western,Rubavu,GS Nyacyina,2024,17.42,16.92,17.91,83.77,91.09,121050,Rural,High Risk,1,0.8226599167940191
Western,Rubavu,GS Ruheru,2010,19.54,27.82,11.27,91.53,70.52,233461,Rural,High Risk,1,0.9697969962490511
Western,Rubavu,GS Nyacyina,2011,5.54,5.77,5.31,71.05,88.57,318031,Rural,Low Risk,0,0.04336072462511157
Western,Rubavu,GS Mweya,2012,9.93,1.41,18.44,67.43,66.04,421912,Rural,Low Risk,0,0.14126419884568941
Western,Rubavu,GS Agataramo,2013,11.45,9.21,13.7,60.69,86.93,340660,Rural,Low Risk,0,0.08944584141348846
Western,Rubavu,GS Rukomo,2014,11.7,3.2,20.19,72.37,78.31,163472,Rural,Low Risk,0,0.05453875276426717
Western,Rubavu,GS Rukomo,2015,15.56,21.93,9.19,78.8,89.0,220623,Rural,High Risk,1,0.8078218758829396
Western,Rubavu,GS Mubuga,2016,26.13,27.63,24.64,96.48,71.2,301081,Rural,High Risk,1,0.9455
Western,Rubavu,GS Rutongo,2017,21.57,18.81,24.33,88.08,60.23,260966,Rural,High Risk,1,0.98517316017316
Western,Rubavu,Mater Dei,2018,13.54,11.54,15.54,59.8,67.17,518810,Rural,Low Risk,0,0.07771656229160254
Western,Rubavu,ES Kigoma,2019,5.12,7.08,3.15,77.01,63.8,508117,Rural,Low Risk,0,0.01790015707325825
Western,Rubavu,GS Kimironko II,2020,9.01,14.45,3.57,72.43,66.41,519614,Rural,Low Risk,0,0.046657284957577635
Western,Rubavu,Mater Dei,2021,12.79,19.09,6.48,79.74,81.18,543837,Rural,Low Risk,0,0.08953250497705131
Western,Rubavu,GS Rukomo,2022,23.47,18.7,28.23,68.66,78.43,430955,Rural,High Risk,1,0.9543585837112623
Western,Rubavu,New Vision,2023,15.9,28.52,3.27,82.41,93.79,307791,Rural,High Risk,1,0.8279384444147933
Western,Rubavu,GS Camp Kigali,2024,21.43,19.39,23.46,65.67,67.47,109695,Rural,High Risk,1,0.9126373394213678
Western,Rubavu,GS Matara,2010,3.6,5.22,1.97,85.62,64.63,518754,Rural,Low Risk,0,0.009151867920269716
Western,Rubavu,GS Agataramo,2011,18.12,28.04,8.21,72.94,80.29,263249,Rural,High Risk,1,0.8149921012001148
Western,Rubavu,Mater Dei,2012,21.6,25.32,17.88,72.75,88.4,408697,Rural,High Risk,1,0.9602096580394703
Western,Rubavu,ES Kigoma,2013,20.33,25.45,15.2,79.58,66.24,204512,Rural,High Risk,1,0.955787267812767
Western,Rubavu,Marie Merci,2014,22.18,21.82,22.54,56.8,70.97,119589,Rural,High Risk,1,0.9585924664395913
Western,Rubavu,Marie Merci,2015,16.63,4.88,28.37,74.62,76.26,233909,Rural,High Risk,1,0.6893550888088527
Western,Rubavu,GS Matara,2016,10.25,15.8,4.71,78.4,70.52,144397,Rural,Low Risk,0,0.03277403978637186
